600351104.000000 2427638272.000000 73961.273438 
600351296.000000 2427638272.000000 73888.406250 
600351680.000000 2427638272.000000 73692.273438 
600352000.000000 2427638016.000000 73565.156250 
600352256.000000 2427638016.000000 73490.726563 
600352512.000000 2427638016.000000 73416.828125 
600352704.000000 2427637760.000000 73381.882813 
600353024.000000 2427637760.000000 73287.156250 
600353280.000000 2427637760.000000 73199.812500 
600353536.000000 2427637504.000000 73115.453125 
600353792.000000 2427637504.000000 72990.046875 
600353920.000000 2427637248.000000 73115.710938 
600354432.000000 2427637248.000000 72974.593750 
600355008.000000 2427636992.000000 72761.687500 
600355328.000000 2427637248.000000 72554.531250 
600355584.000000 2427636992.000000 72495.687500 
600355840.000000 2427636992.000000 72429.820313 
600356480.000000 2427637504.000000 71767.546875 
600356736.000000 2427637504.000000 71686.421875 
600356800.000000 2427637504.000000 71279.828125 
600356608.000000 2427637760.000000 71257.460938 
600355904.000000 2427636992.000000 71943.617188 
600355712.000000 2427637248.000000 71997.906250 
600355456.000000 2427637248.000000 72059.203125 
600355200.000000 2427637248.000000 72088.437500 
600354432.000000 2427637248.000000 72562.828125 
600353920.000000 2427637248.000000 72697.937500 
600353856.000000 2427637504.000000 72546.929688 
600353664.000000 2427637760.000000 72581.140625 
600353344.000000 2427637760.000000 72678.578125 
600353088.000000 2427637760.000000 72771.242188 
600352832.000000 2427637760.000000 72861.500000 
600352576.000000 2427638016.000000 72952.593750 
600352320.000000 2427638016.000000 72997.601563 
600351936.000000 2427638016.000000 73197.976563 
600351680.000000 2427638272.000000 73267.429688 
600351424.000000 2427638272.000000 73347.429688 
600351168.000000 2427638272.000000 73415.898438 
600350848.000000 2427638272.000000 73571.757813 
600350528.000000 2427638528.000000 73708.867188 
600350272.000000 2427638528.000000 73824.960938 
600349952.000000 2427638528.000000 73930.039063 
600347456.000000 2427638528.000000 75400.031250 
600347392.000000 2427638784.000000 75251.421875 
600347136.000000 2427639040.000000 75349.460938 
600347072.000000 2427639040.000000 74937.007813 
600347328.000000 2427638784.000000 74842.546875 
600347328.000000 2427638528.000000 75046.601563 
600347264.000000 2427638016.000000 75319.570313 
600349056.000000 2427638784.000000 73856.179688 
600349376.000000 2427638784.000000 73733.976563 
600349696.000000 2427638784.000000 73590.929688 
600350016.000000 2427638784.000000 73468.421875 
600350272.000000 2427638528.000000 73340.601563 
600350592.000000 2427638528.000000 73228.250000 
600350912.000000 2427638528.000000 73113.968750 
600351168.000000 2427638272.000000 72980.250000 
600351360.000000 2427638272.000000 73044.726563 
600351552.000000 2427638016.000000 73031.203125 
600351808.000000 2427638016.000000 72929.687500 
600352320.000000 2427638016.000000 72623.289063 
600352640.000000 2427638016.000000 72447.046875 
600352896.000000 2427638016.000000 72364.000000 
600353152.000000 2427638016.000000 72280.890625 
600353408.000000 2427637760.000000 72189.421875 
600353728.000000 2427637760.000000 72098.039063 
600353920.000000 2427637760.000000 72066.242188 
600353920.000000 2427637248.000000 72304.101563 
600354432.000000 2427636992.000000 72174.828125 
600355264.000000 2427637504.000000 71626.898438 
600355456.000000 2427637248.000000 71585.578125 
600355712.000000 2427637248.000000 71524.421875 
600356352.000000 2427637760.000000 70965.210938 
600356544.000000 2427637760.000000 70928.390625 
600356800.000000 2427637504.000000 70887.460938 
600356800.000000 2427637504.000000 70521.507813 
600356544.000000 2427637760.000000 70559.851563 
600356224.000000 2427637504.000000 70761.742188 
600356032.000000 2427637760.000000 70783.179688 
600355840.000000 2427637760.000000 70784.859375 
600355584.000000 2427637760.000000 70833.250000 
600355392.000000 2427638016.000000 70864.578125 
600355136.000000 2427638016.000000 70895.867188 
600354944.000000 2427638272.000000 70927.250000 
600354688.000000 2427638272.000000 70950.851563 
600354048.000000 2427637760.000000 71558.390625 
600353792.000000 2427637760.000000 71613.531250 
600353536.000000 2427638016.000000 71692.710938 
600353280.000000 2427638016.000000 71774.843750 
600353024.000000 2427638016.000000 71866.539063 
600352704.000000 2427638272.000000 71954.890625 
600352384.000000 2427638272.000000 72107.609375 
600351872.000000 2427638016.000000 72511.710938 
600351616.000000 2427638016.000000 72555.328125 
600351360.000000 2427638272.000000 72627.031250 
600351488.000000 2427638784.000000 72288.093750 
600350976.000000 2427638528.000000 72590.046875 
600350720.000000 2427638528.000000 72696.523438 
600350400.000000 2427638784.000000 72815.273438 
600350144.000000 2427638784.000000 72929.312500 
600349824.000000 2427638784.000000 73072.312500 
600349504.000000 2427638784.000000 73183.398438 
600349184.000000 2427639040.000000 73317.343750 
600348928.000000 2427639040.000000 73407.882813 
600348608.000000 2427639296.000000 73512.593750 
600348352.000000 2427639296.000000 73606.390625 
600347968.000000 2427639296.000000 73801.140625 
600347072.000000 2427639040.000000 74507.601563 
600343808.000000 2427640320.000000 75386.828125 
600344000.000000 2427640064.000000 75361.843750 
600344000.000000 2427639552.000000 75521.742188 
600346944.000000 2427639552.000000 73828.062500 
600347264.000000 2427639552.000000 73680.078125 
600347648.000000 2427639552.000000 73502.546875 
600347968.000000 2427639296.000000 73360.429688 
600348288.000000 2427639296.000000 73248.000000 
600348480.000000 2427639040.000000 73223.500000 
600348672.000000 2427639040.000000 73200.070313 
600349248.000000 2427639040.000000 72816.992188 
600349568.000000 2427639040.000000 72695.203125 
600349888.000000 2427639040.000000 72569.437500 
600350208.000000 2427638784.000000 72443.179688 
600350464.000000 2427638784.000000 72316.726563 
600350784.000000 2427638784.000000 72205.367188 
600351104.000000 2427638528.000000 72098.523438 
600351232.000000 2427638528.000000 72127.609375 
600351424.000000 2427638272.000000 72168.140625 
600351552.000000 2427638016.000000 72208.437500 
600351808.000000 2427638016.000000 72113.523438 
600352320.000000 2427638016.000000 71796.937500 
600353216.000000 2427638784.000000 70966.171875 
600353472.000000 2427638784.000000 70922.078125 
600353664.000000 2427638528.000000 70892.000000 
600353920.000000 2427638528.000000 70853.890625 
600354112.000000 2427638272.000000 70803.687500 
600354368.000000 2427638272.000000 70776.203125 
600354560.000000 2427638016.000000 70739.929688 
600354816.000000 2427638016.000000 70695.609375 
